run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,chlorophyll_sensor,citation,ena_first_public,ena_last_update,event_date_time_end,external_id,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,salinity_sensor,submitter_id,depth,environment_biome,environment_feature,environment_material,environmental_package,event_date_time_start,event_label,further_details,last_update_date,latitude_start,longitude_start,nitrate_sensor,oxygen_sensor,project_name,protocol_label,sample_collection_device,sample_name_1,sample_status,sampling_campaign,sampling_platform,sampling_station,size_fraction_lower_threshold,size_fraction_upper_threshold,temperature,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,marine_region,ena_first_public_1,ena_last_update_1,scientific_name,alias,ena_checklist,sra_accession
ERR599073,PRJEB1787,6.883,WGS,RANDOM,Illumina HiSeq 2000,TARA_S200000501,marine metagenome,ERX556039,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABEIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_S200000501) was collected during the Tara Oceans expedition (2009-2013) at station TARA_018 (latitudeN=35.7528, longitudeE=14.2765) on date/time=2009-11-02T14:07, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 58-62 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.",SAMEA2619678,ERS488346,SAMEA2619678,TARA_20091102T1407Z_018_EVENT_PUMP_P_D_(60 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_S200000501,0.132494,tbd,2014-09-12,2015-11-04,2009-11-02T15:56,SAMEA2619678,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:36Z,public,35.7593,14.3453,37.89241,TARA_S200000501,60,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-11-02T14:07,TARA_20091102T1407Z_018_EVENT_PUMP,tbd,2014-05-01Z,35.7528,14.2765,99999,237.8893,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_S200000501,This version can be used to provide data discovery services,TARA_20091031Z,SV Tara,TARA_018,0.22,1.6,18.36839,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,34674548,6883254794,4181900620,2014-09-13 07:26:36,99.71,7.73,98.8,10.49,"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)","","","","","",""
ERR599074,PRJEB1787,36.841,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000282,marine metagenome,ERX555906,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABXIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000282) was collected during the Tara Oceans expedition (2009-2013) at station TARA_041 (latitudeN=14.6059, longitudeE=69.9776) on date/time=2010-03-30T02:47, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000283.",SAMEA2620194,ERS489043,SAMEA2620194,TARA_20100330T0247Z_041_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-1.6_TARA_B100000282,0.020173,tbd,2014-09-12,2015-11-04,2010-03-30T05:40,SAMEA2620194,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:19Z,public,14.5,70,36.024883,TARA_B100000282,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-03-30T02:47,TARA_20100330T0247Z_041_EVENT_PUMP,tbd,2014-05-01Z,14.6059,69.9776,-1.343153,187.42925,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,PUMP (High Volume Peristaltic Pump),TARA_B100000282,This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_041,0.22,1.6,29.089367,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,187133430,36840824901,26187600740,2014-09-13 07:26:36,98.83,7.25,98.04,9.02,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),"","","","","",""
ERR599075,PRJEB1787,32.434,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000123,marine metagenome,ERX556052,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ACBIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000123) was collected during the Tara Oceans expedition (2009-2013) at station TARA_042 (latitudeN=6.0001, longitudeE=73.8955) on date/time=2010-04-04T02:47, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000124.",SAMEA2620230,ERS489087,SAMEA2620230,TARA_20100404T0247Z_042_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_B100000123,0.006724,tbd,2014-09-12,2015-11-04,2010-04-04T06:33,SAMEA2620230,GSC,Genoscope,2014-09-12T17:03:36Z,2015-11-04T11:48:11Z,public,6.0124,73.8985,34.56155,TARA_B100000123,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-04-04T02:47,TARA_20100404T0247Z_042_EVENT_PUMP,tbd,2014-05-01Z,6.0001,73.8955,-1.47882,189.25475,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump),TARA_B100000123,This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_042,0.22,1.6,29.980283,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,164425550,32434350835,22912229656,2014-09-13 07:26:36,98.72,7.58,98.53,8.5,"(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)","","","","","",""
ERR599077,PRJEB1787,37.503,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000575,marine metagenome,ERX555933,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADSIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000575) was collected during the Tara Oceans expedition (2009-2013) at station TARA_111 (latitudeN=-16.9601, longitudeE=-100.6335) on date/time=2011-05-31T14:25, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000576.",SAMEA2622452,ERS492321,SAMEA2622452,TARA_20110531T1425Z_111_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000575,0.203347,tbd,2014-09-12,2015-11-04,2011-05-31T16:50,SAMEA2622452,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:48:56Z,public,-16.9554,-100.6925,35.97144,TARA_B100000575,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-05-31T14:25,TARA_20110531T1425Z_111_EVENT_PUMP,tbd,2014-05-01Z,-16.9601,-100.6335,2.568726,208.8654,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000575,This version can be used to provide data discovery services,TARA_20110520Z,SV Tara,TARA_111,0.22,3,22.76873,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,190182767,37502869577,25857182500,2014-09-13 07:26:36,98.94,7.22,98.26,8.7,"","","","","","",""
ERR599078,PRJEB1787,32.684,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001173,marine metagenome,ERX556054,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AGRIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100001173) was collected during the Tara Oceans expedition (2009-2013) at station TARA_152 (latitudeN=43.6792, longitudeE=-16.8344) on date/time=2012-03-19T08:18, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100001174.",SAMEA2623886,ERS494579,SAMEA2623886,TARA_20120319T0818Z_152_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001173,0.238225,tbd,2014-09-12,2015-11-04,2012-03-19T11:27,SAMEA2623886,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:49:12Z,public,43.6906,-16.8555,35.986042,TARA_B100001173,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2012-03-19T08:18,TARA_20120319T0818Z_152_EVENT_PUMP,tbd,2014-05-01Z,43.6792,-16.8344,2.999226,243.148,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100001173,This version can be used to provide data discovery services,TARA_20120314Z,SV Tara,TARA_152,0.22,3,14.28065,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,164620027,32684205384,21077404463,2014-09-13 07:26:36,99.44,7.29,99.1,8.21,"","","","","","",""
ERR599080,PRJEB1787,9.124,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000674,marine metagenome,ERX555929,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AEHIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000674) was collected during the Tara Oceans expedition (2009-2013) at station TARA_124 (latitudeN=-9.1504, longitudeE=-140.5216) on date/time=2011-08-04T18:33, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000675.",SAMEA2622759,ERS492814,SAMEA2622759,TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000674,0.286662,tbd,2014-09-12,2015-11-04,2011-08-04T22:00,SAMEA2622759,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:49:04Z,public,-9.1552,-140.5284,35.396729,TARA_B100000674,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-08-04T18:33,TARA_20110804T1833Z_124_EVENT_PUMP,tbd,2014-05-01Z,-9.1504,-140.5216,5.111856,190.724,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000674,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_124,0.22,3,26.518986,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,45657442,9124059838,5717480698,2014-09-13 07:26:36,99.95,5.74,99.89,6.15,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)","","","","","",""
ERR599081,PRJEB1787,28.709,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000965,marine metagenome,ERX555917,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADAIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000965) was collected during the Tara Oceans expedition (2009-2013) at station TARA_100 (latitudeN=-12.9723, longitudeE=-96.0122) on date/time=2011-04-15T19:38, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 48-52 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000966.",SAMEA2622119,ERS491874,SAMEA2622119,TARA_20110415T1938Z_100_EVENT_PUMP_P_D_(50 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000965,0.366887,tbd,2014-09-12,2015-11-04,2011-04-15T23:26,SAMEA2622119,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:25Z,public,-12.9226,-96.0932,35.544655,TARA_B100000965,50,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-04-15T19:38,TARA_20110415T1938Z_100_EVENT_PUMP,tbd,2014-05-01Z,-12.9723,-96.0122,1.501977,216.790338,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000965,This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_100,0.22,3,20.649431,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,144664216,28708507114,18923958359,2014-09-13 07:26:36,99.54,6.58,98.91,8.29,"","","","","","",""
ERR599082,PRJEB1787,34.857,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000073,marine metagenome,ERX556034,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABTIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000073) was collected during the Tara Oceans expedition (2009-2013) at station TARA_038 (latitudeN=19.0284, longitudeE=64.5126) on date/time=2010-03-15T11:18, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 23-27 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis.",SAMEA2620021,ERS488830,SAMEA2620021,TARA_20100315T1118Z_038_EVENT_PUMP_P_D_(25 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-1.6_TARA_B100000073,0.604752,tbd,2014-09-12,2015-11-04,2010-03-15T12:46,SAMEA2620021,GSC,Genoscope,2014-09-12T17:03:36Z,2015-11-04T11:48:14Z,public,19.0108,64.532,99999,TARA_B100000073,25,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-03-15T11:18,TARA_20100315T1118Z_038_EVENT_PUMP,tbd,2014-05-01Z,19.0284,64.5126,1.230122,154.699917,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000073,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_038,0.22,1.6,25.494408,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,178499808,34857206317,25117872435,2014-09-13 07:26:36,97.9,8.45,97.38,9.52,"","","","","","",""
ERR599087,PRJEB1787,38.614,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001996,marine metagenome,ERX555961,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AFSIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100001996) was collected during the Tara Oceans expedition (2009-2013) at station TARA_138 (latitudeN=6.3378, longitudeE=-102.9538) on date/time=2011-12-11T13:27:34, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 55-64 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100001997.",SAMEA2623370,ERS493788,SAMEA2623370,TARA_20111211T1332Z_138_Combined-EVENTS_CAST_MB_D_(60 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100001996,0.334076,tbd,2014-09-12,2015-11-04,2011-12-11T16:15,SAMEA2623370,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:40Z,public,6.3354,-103.0345,34.611755,TARA_B100001996,60,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-12-11T13:27:34,TARA_20111211T1332Z_138_Combined-EVENTS_CAST,tbd,2014-05-01Z,6.3378,-102.9538,22.087762,77.038525,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,TARA_B100001996,This version can be used to provide data discovery services,TARA_20111124Z,SV Tara,TARA_138,0.22,3,19.048358,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,195911486,38613633728,26436188155,2014-09-13 07:26:37,99.01,7.8,98.09,9.8,"","","","","","",""
ERR599088,PRJEB1787,8.737,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000401,marine metagenome,ERX556012,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AAAIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000401) was collected during the Tara Oceans expedition (2009-2013) at station TARA_064 (latitudeN=-29.5019, longitudeE=37.9889) on date/time=2010-07-07T04:48, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000402.",SAMEA2620786,ERS489917,SAMEA2620786,TARA_20100707T0448Z_064_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000401,0.162993,tbd,2014-09-12,2015-11-04,2010-07-07T07:45,SAMEA2620786,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:48:46Z,public,-29.5023,37.9965,35.334717,TARA_B100000401,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-07-07T04:48,TARA_20100707T0448Z_064_EVENT_PUMP,tbd,2014-05-01Z,-29.5019,37.9889,99999,210.00775,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000401,This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_064,0.22,3,22.165567,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,41923308,8737359206,5510800292,2014-09-13 07:26:37,104.27,11.07,104.14,12.54,"","","","","","",""
ERR599090,PRJEB1787,31.917,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000787,marine metagenome,ERX556133,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ACPIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000787) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-62.0385, longitudeE=-49.529) on date/time=2011-01-06T10:38, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000788.",SAMEA2621509,ERS491044,SAMEA2621509,TARA_20110106T1038Z_085_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000787,0.065273,tbd,2014-09-12,2015-11-04,2011-01-06T12:30,SAMEA2621509,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:49:13Z,public,-62.1363,-49.3331,34.35388,TARA_B100000787,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-01-06T10:38,TARA_20110106T1038Z_085_EVENT_PUMP,tbd,2014-05-01Z,-62.0385,-49.529,27.501159,343.4373,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000787,This version can be used to provide data discovery services,TARA_20101231Z,SV Tara,TARA_085,0.22,3,0.67108,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,163038595,31916527125,22924681005,2014-09-13 07:26:37,98.06,9.01,97.7,10.14,"(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)","","","","","",""
