run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,ena_first_public,ena_last_update,event_device,external_id,iho,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,sampling_objective,submitter_id,broker_name,depth,env_biome,env_feature,env_material,environmental_package,event_date_time,latitude,longitude,geo_loc_name,mrgid,project_name,protocol_label,salinity_pss,sample_name_1,sample_title_1,sampling_campaign,sampling_platform,sampling_site,temperature_degC,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,size_frac_low,size_frac_up,size_frac,lat_lon,year,month,day,time,collection_date,layer,local_time,samp_size,samp_vol_we_dna_ext
ERR771029,PRJEB8682,0.486,WGS,RANDOM,Illumina MiSeq,214,marine metagenome,ERX714272,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275470,ERS667479,SAMEA3275470,OSD185_2014-06-24_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275470,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.481583,2.451483,During Lifewatch monitoring campaign we sampled for OSD as well.\n,214,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-24T14:34:02+00,51.481583,2.451483,North Sea,2350,Micro B3,NPL022,34.8998,214,OSD185_2014-06-24_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD185,421",16.1087,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1093072,486257176,294551287,2015-03-04 04:56:34,222.43,75.33,222.43,75.33,0.22,,0.22-NA,51.481583 2.451483,2014,06,24,14:34:02,2014-06-24,surface water,,,
ERR771030,PRJEB8682,0.723,WGS,RANDOM,Illumina MiSeq,213,marine metagenome,ERX714273,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275471,ERS667480,SAMEA3275471,OSD184_2014-06-24_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275471,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.682717,2.414967,During Lifewatch monitoring campaign we sampled for OSD as well.\n,213,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-24T18:06:27+00,51.682917,2.4152,North Sea,2350,Micro B3,NPL022,35.033,213,OSD184_2014-06-24_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD184,W10",15.8336,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1350976,722884700,454459178,2015-03-04 04:56:34,267.54,54.24,267.54,54.24,0.22,,0.22-NA,51.682917 2.4152,2014,06,24,18:06:27,2014-06-24,surface water,,,
ERR771031,PRJEB8682,0.364,WGS,RANDOM,Illumina MiSeq,212,marine metagenome,ERX714274,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275472,ERS667481,SAMEA3275472,OSD183_2014-06-24_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275472,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.74835,2.698,During Lifewatch monitoring campaign we sampled for OSD as well.\n,212,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-24T21:58:17+00,51.74835,2.698,North Sea,2350,Micro B3,NPL022,35.0087,212,OSD183_2014-06-24_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD183,W09",15.8014,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1003156,363939808,215051524,2015-03-04 04:56:34,181.4,79.11,181.4,79.11,0.22,,0.22-NA,51.74835 2.698,2014,06,24,21:58:17,2014-06-24,surface water,,,
ERR771032,PRJEB8682,0.776,WGS,RANDOM,Illumina MiSeq,228,marine metagenome,ERX714275,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275473,ERS667482,SAMEA3275473,OSD182_2014-06-24_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275473,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.458433,2.350467,During Lifewatch monitoring campaign we sampled for OSD as well.\n,228,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-24T13:16:32+00,51.458433,2.350467,North Sea,2350,Micro B3,NPL022,34.9975,228,OSD182_2014-06-24_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD182,W08",15.7139,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1419443,775738400,487738544,2015-03-04 04:56:35,273.25,50.77,273.25,50.77,0.22,,0.22-NA,51.458433 2.350467,2014,06,24,13:16:32,2014-06-24,surface water,,,
ERR771033,PRJEB8682,0.462,WGS,RANDOM,Illumina MiSeq,148,marine metagenome,ERX714329,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,To collect DNA samples from the marine ecosystem,SAMEA3275629,ERS667650,SAMEA3275629,OSD18_2014-06-20_75m_NPL022,2015-03-03,2016-10-21,5l Niskin bottle,SAMEA3275629,Mediterranean Sea - Eastern Basin,OSD_Near East University,OSD_Near East University,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,35.362826,33.287118,To collect DNA samples from the marine ecosystem,148,"Max Planck Institute for Marine Microbiology, Bremen",75,Marine,Surfacel waters,Sea Water,water,2014-06-20T10:00:00+00,35.363732,33.289649,Mediterranean Sea - Eastern Basin,4280,Micro B3,NPL022,38.5,148,OSD18_2014-06-20_75m_NPL022,OSD-Jun-2014,Research Vessel Teal Jr,"OSD18,Kyrenia (North Cyprus)",20.7,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1098515,461727428,227555587,2015-03-04 04:56:35,210.16,81.68,210.16,81.68,0.22,,0.22-NA,35.363732 33.289649,2014,06,20,10:00:00,2014-06-20,surface water,,,
ERR771034,PRJEB8682,0.364,WGS,RANDOM,Illumina MiSeq,207,marine metagenome,ERX714276,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.,SAMEA3275474,ERS667483,SAMEA3275474,OSD178_2014-06-24_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275474,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.580317,2.7897,During Lifewatch monitoring campaign we sampled for OSD as well.,207,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-24T23:20:37+00,51.580333,2.7897,North Sea,2350,Micro B3,NPL022,34.4964,207,OSD178_2014-06-24_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD178,435",16.7589,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,890154,363651608,220614420,2015-03-04 04:56:35,204.26,74.26,204.26,74.26,0.22,,0.22-NA,51.580333 2.7897,2014,06,24,23:20:37,2014-06-24,surface water,,,
ERR771035,PRJEB8682,0.315,WGS,RANDOM,Illumina MiSeq,206,marine metagenome,ERX714277,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275475,ERS667484,SAMEA3275475,OSD177_2014-06-24_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275475,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.185917,2.702133,During Lifewatch monitoring campaign we sampled for OSD as well.\n,206,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-24T11:35:57+00,51.18575,2.701667,North Sea,2350,Micro B3,NPL022,32.5834,206,OSD177_2014-06-24_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD177,120",18.7362,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,810387,314898190,184498824,2015-03-04 04:56:35,194.29,79.22,194.29,79.22,0.22,,0.22-NA,51.18575 2.701667,2014,06,24,11:35:57,2014-06-24,surface water,,,
ERR771036,PRJEB8682,0.509,WGS,RANDOM,Illumina MiSeq,205,marine metagenome,ERX714278,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275476,ERS667485,SAMEA3275476,OSD176_2014-06-24_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275476,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.277933,2.613667,During Lifewatch monitoring campaign we sampled for OSD as well.\n,205,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-24T12:27:17+00,51.2777,2.6135,North Sea,2350,Micro B3,NPL022,33.3699,205,OSD176_2014-06-24_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD176,215",18.1228,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1104185,509218676,307251007,2015-03-04 04:56:35,230.59,71.68,230.59,71.68,0.22,,0.22-NA,51.2777 2.6135,2014,06,24,12:27:17,2014-06-24,surface water,,,
ERR771037,PRJEB8682,0.3,WGS,RANDOM,Illumina MiSeq,197,marine metagenome,ERX714280,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.,SAMEA3275477,ERS667486,SAMEA3275477,OSD175_2014-06-24_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275477,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.334817,2.50215,During Lifewatch monitoring campaign we sampled for OSD as well.,197,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-24T13:13:57+00,51.334817,2.50215,North Sea,2350,Micro B3,NPL022,34.2852,197,OSD175_2014-06-24_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD175,ZG02",17.2187,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,814807,300014970,176266202,2015-03-04 04:56:35,184.1,77.36,184.1,77.36,0.22,,0.22-NA,51.334817 2.50215,2014,06,24,13:13:57,2014-06-24,surface water,,,
ERR771038,PRJEB8682,0.333,WGS,RANDOM,Illumina MiSeq,194,marine metagenome,ERX714281,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.,SAMEA3275478,ERS667487,SAMEA3275478,OSD174_2014-06-25_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275478,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.471583,3.0592,During Lifewatch monitoring campaign we sampled for OSD as well.,194,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-25T01:47:42+00,51.471567,3.059167,North Sea,2350,Micro B3,NPL022,33.3739,194,OSD174_2014-06-25_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD174,780",17.9425,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,808487,333494362,196690395,2015-03-04 04:56:35,206.25,74.38,206.25,74.38,0.22,,0.22-NA,51.471567 3.059167,2014,06,25,01:47:42,2014-06-25,surface water,,,
ERR771039,PRJEB8682,0.761,WGS,RANDOM,Illumina MiSeq,195,marine metagenome,ERX714282,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275479,ERS667488,SAMEA3275479,OSD173_2014-06-25_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275479,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.441017,3.13995,During Lifewatch monitoring campaign we sampled for OSD as well.\n,195,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-25T02:39:52+00,51.441017,3.13995,North Sea,2350,Micro B3,NPL022,33.1261,195,OSD173_2014-06-25_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD173,710",18.1816,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2208992,760737084,424315616,2015-03-04 04:56:35,172.19,76.76,172.19,76.76,0.22,,0.22-NA,51.441017 3.13995,2014,06,25,02:39:52,2014-06-25,surface water,,,
ERR771040,PRJEB8682,2.165,WGS,RANDOM,Illumina MiSeq,193,marine metagenome,ERX714283,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.,SAMEA3275480,ERS667489,SAMEA3275480,OSD172_2014-06-25_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275480,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.37485,3.218333,During Lifewatch monitoring campaign we sampled for OSD as well.,193,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-25T03:45:37+00,51.37485,3.218333,North Sea,2350,Micro B3,NPL022,32.3383,193,OSD172_2014-06-25_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD172,700",18.4817,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,3892674,2165433754,1208298268,2015-03-04 04:56:35,278.14,46.95,278.14,46.95,0.22,,0.22-NA,51.37485 3.218333,2014,06,25,03:45:37,2014-06-25,surface water,,,
ERR771041,PRJEB8682,0.682,WGS,RANDOM,Illumina MiSeq,192,marine metagenome,ERX714284,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275481,ERS667490,SAMEA3275481,OSD171_2014-06-25_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275481,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.307333,2.849333,During Lifewatch monitoring campaign we sampled for OSD as well.\n,192,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-25T05:23:32+00,51.307333,2.849333,North Sea,2350,Micro B3,NPL022,32.8054,192,OSD171_2014-06-25_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD171,230",18.2617,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1863360,681626200,384559122,2015-03-04 04:56:27,182.9,77.26,182.9,77.26,0.22,,0.22-NA,51.307333 2.849333,2014,06,25,05:23:32,2014-06-25,surface water,,,
ERR771042,PRJEB8682,0.89,WGS,RANDOM,Illumina MiSeq,191,marine metagenome,ERX714279,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275482,ERS667491,SAMEA3275482,OSD170_2014-06-25_3m_NPL022,2015-03-03,2016-10-21,6 Niskins were deployed on a CTD-Rosette,SAMEA3275482,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,51.2695,2.90465,During Lifewatch monitoring campaign we sampled for OSD as well.\n,191,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-25T06:04:57+00,51.269517,2.9047,North Sea,2350,Micro B3,NPL022,32.2575,191,OSD170_2014-06-25_3m_NPL022,OSD-Jun-2014,RV Simon Stevin,"OSD170,130",18.6188,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2115871,890035282,528463920,2015-03-04 04:56:35,210.32,82.61,210.32,82.61,0.22,,0.22-NA,51.269517 2.9047,2014,06,25,06:04:57,2014-06-25,surface water,,,
ERR771043,PRJEB8682,0.443,WGS,RANDOM,Illumina MiSeq,12,marine metagenome,ERX714218,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,During Lifewatch monitoring campaign we sampled for OSD as well.\n,SAMEA3275630,ERS667651,SAMEA3275630,OSD17_2014-06-20_3m_NPL022,2015-03-03,2016-10-21,10L Niskin,SAMEA3275630,North Sea,OSD_Flanders Marine Institute,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,51.434733,2.810867,During Lifewatch monitoring campaign we sampled for OSD as well.\n,12,"Max Planck Institute for Marine Microbiology, Bremen",3,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2014-06-20T08:00:22+00,51.434733,2.810867,North Sea,2350,Micro B3,NPL022,34.0252,12,OSD17_2014-06-20_3m_NPL022,OSD-Jun-2014,330 RV Simon Stevin,"OSD17,VLIZ",16.6822,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,837506,442743528,228577465,2015-03-04 04:56:35,264.32,65.53,264.32,65.53,0.22,,0.22-NA,51.434733 2.810867,2014,06,20,08:00:22,2014-06-20,surface water,,,
ERR771044,PRJEB8682,0.628,WGS,RANDOM,Illumina MiSeq,250,marine metagenome,ERX714227,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Sampling for OSD,SAMEA3275483,ERS667492,SAMEA3275483,OSD169_2014-06-21_0.1m_NPL022,2015-03-03,2016-10-21,Bucket,SAMEA3275483,North Sea,OSD_University of Essex,OSD_University of Essex,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,51.796139,1.012958,Sampling for OSD,250,"Max Planck Institute for Marine Microbiology, Bremen",0.1,marine biome,surface water,seawater,water,2014-06-21T11:49:00+00,51.796139,1.012958,North Sea,2350,Micro B3,NPL022,35.2,250,OSD169_2014-06-21_0.1m_NPL022,OSD-Jun-2014,Essex Research Boat,"OSD169,Brightlingsea Creek, Essex",18.5,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1753038,628326364,350869358,2015-03-04 04:56:27,179.21,79.89,179.21,79.89,0.22,,0.22-NA,51.796139 1.012958,2014,06,21,11:49:00,2014-06-21,surface water,,,
