run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,host,isolation_source,collection_date,geo_loc_name,lat_lon,samp_collect_device,source_material_id,temp,phosphate,nitro,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,replicate,library_id_pub,ccdho_expocode_pub,section_id_pub,latitude_decimal_deg_n_pub,longitude_decimal_deg_w_pub,year_pub,month_pub,day_pub,local_hour_pub,local_minute_pub,iso_datetime_utc_pub,depth,temperature_deg_c_pub,phosphate_bottle_umol_l_1_pub,nitrate+nitrite_bottle_umol_l_1_pub,ctd_station_no_pub,sample_method_pub,platform_strategy_pub
SRR12480179,PRJNA656268,2.094,WGS,RANDOM,Illumina NovaSeq 6000,I9N2016_203_meta,marine metagenome,SRX8974183,Metagenome of whole ocean water: Bio-GO-SHIP,I9N2016_203_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,I9N2016_203,SRS7229776,SAMN15783001,I9N2016_203_meta,,"marine water, oceanic",2016-04-20T16:30:00Z,Indian Ocean,10.299675 N 87.062243 E,underway,IN203,31.652 C,0.000 umol/L,0.010 umol/L,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,6932913,2093739726,657983241,2021-03-01 10:09:10,151,0,151,0,"",I9N2016_203_meta,33RR20160321,I09N,10.299675,87.062243,2016,4,20,22,30,2016-04-20T16:30:00Z,7,31.652000000000001,0,0.01,NA,underway,NovaSeq_150PE
SRR12480180,PRJNA656268,0.492,WGS,RANDOM,Illumina NovaSeq 6000,I9N2016_202_meta,marine metagenome,SRX8974182,Metagenome of whole ocean water: Bio-GO-SHIP,I9N2016_202_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,I9N2016_202,SRS7229775,SAMN15783000,I9N2016_202_meta,,"marine water, oceanic",2016-04-20T14:25:00Z,Indian Ocean,10.102023 N 86.944930 E,underway,IN202,31.142 C,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,1629453,492094806,199316013,2021-03-01 10:09:10,151,0,151,0,"",I9N2016_202_meta,33RR20160321,I09N,10.102023,86.94493,2016,4,20,20,25,2016-04-20T14:25:00Z,7,31.141999999999999,NA,NA,NA,underway,NovaSeq_150PE
SRR12480181,PRJNA656268,7.37,WGS,RANDOM,Illumina NovaSeq 6000,AMT2018_075_meta,marine metagenome,SRX8974181,Metagenome of whole ocean water: Bio-GO-SHIP,AMT2018_075_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,Station 40,AMT2018_075,SRS7229774,SAMN15782492,AMT2018_075_meta,,"marine water, oceanic",2018-10-14T15:07:00Z,Atlantic Ocean,16.032417 S 25.023567 W,CTD,AMT075,24.040 C,0.120 umol/L,0.000 umol/L,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,24405404,7370432008,2320955418,2021-03-01 10:09:10,151,0,151,0,"",AMT2018_075_meta,74JC20180923,AMT28,-16.032417,-25.023567,2018,10,14,13,7,2018-10-14T15:07:00Z,5,24.04,0.12,0,39,CTD,NovaSeq_150PE
SRR12480182,PRJNA656268,1.666,WGS,RANDOM,Illumina NovaSeq 6000,I9N2016_201_meta,marine metagenome,SRX8974180,Metagenome of whole ocean water: Bio-GO-SHIP,I9N2016_201_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,I9N2016_201,SRS7229773,SAMN15782999,I9N2016_201_meta,,"marine water, oceanic",2016-04-20T10:20:00Z,Indian Ocean,9.826952 N 86.798663 E,underway,IN201,31.323 C,0.000 umol/L,0.000 umol/L,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,5516690,1666040380,524776632,2021-03-01 10:09:10,151,0,151,0,"",I9N2016_201_meta,33RR20160321,I09N,9.826952,86.798663,2016,4,20,16,20,2016-04-20T10:20:00Z,7,31.323,0,0,NA,underway,NovaSeq_150PE
SRR12480183,PRJNA656268,1.785,WGS,RANDOM,Illumina NovaSeq 6000,I9N2016_200_meta,marine metagenome,SRX8974179,Metagenome of whole ocean water: Bio-GO-SHIP,I9N2016_200_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,I9N2016_200,SRS7229772,SAMN15782998,I9N2016_200_meta,,"marine water, oceanic",2016-04-20T08:30:00Z,Indian Ocean,9.594060 N 86.664167 E,underway,IN200,30.967 C,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,5909182,1784572964,570371490,2021-03-01 10:09:10,151,0,151,0,"",I9N2016_200_meta,33RR20160321,I09N,9.59406,86.664167,2016,4,20,14,30,2016-04-20T08:30:00Z,7,30.966999999999999,NA,NA,NA,underway,NovaSeq_150PE
SRR12480184,PRJNA656268,1.659,WGS,RANDOM,Illumina NovaSeq 6000,I9N2016_199_meta,marine metagenome,SRX8974178,Metagenome of whole ocean water: Bio-GO-SHIP,I9N2016_199_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,I9N2016_199,SRS7229771,SAMN15782997,I9N2016_199_meta,,"marine water, oceanic",2016-04-20T04:30:00Z,Indian Ocean,9.307015 N 86.523887 E,underway,IN199,31.053 C,0.000 umol/L,0.000 umol/L,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,5493426,1659014652,521694132,2021-03-01 10:09:10,151,0,151,0,"",I9N2016_199_meta,33RR20160321,I09N,9.307015,86.523887,2016,4,20,10,30,2016-04-20T04:30:00Z,7,31.053000000000001,0,0,NA,underway,NovaSeq_150PE
SRR12480185,PRJNA656268,1.174,WGS,RANDOM,Illumina NovaSeq 6000,I9N2016_198_meta,marine metagenome,SRX8974177,Metagenome of whole ocean water: Bio-GO-SHIP,I9N2016_198_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,I9N2016_198,SRS7229770,SAMN15782996,I9N2016_198_meta,,"marine water, oceanic",2016-04-20T02:30:00Z,Indian Ocean,9.069375 N 86.406238 E,underway,IN198,30.877 C,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,3886155,1173618810,378452041,2021-03-01 10:09:10,151,0,151,0,"",I9N2016_198_meta,33RR20160321,I09N,9.069375,86.406238,2016,4,20,8,30,2016-04-20T02:30:00Z,7,30.876999999999999,NA,NA,NA,underway,NovaSeq_150PE
SRR12480186,PRJNA656268,2.131,WGS,RANDOM,Illumina NovaSeq 6000,I9N2016_197_meta,marine metagenome,SRX8974176,Metagenome of whole ocean water: Bio-GO-SHIP,I9N2016_197_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,I9N2016_197,SRS7229768,SAMN15782995,I9N2016_197_meta,,"marine water, oceanic",2016-04-19T22:24:00Z,Indian Ocean,8.786720 N 86.266047 E,underway,IN197,31.027 C,0.000 umol/L,0.000 umol/L,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,7054689,2130516078,673097759,2021-03-01 10:09:10,151,0,151,0,"",I9N2016_197_meta,33RR20160321,I09N,8.78672,86.266047,2016,4,20,4,24,2016-04-19T22:24:00Z,7,31.027000000000001,0,0,NA,underway,NovaSeq_150PE
SRR12480187,PRJNA656268,1.78,WGS,RANDOM,Illumina NovaSeq 6000,I9N2016_196_meta,marine metagenome,SRX8974175,Metagenome of whole ocean water: Bio-GO-SHIP,I9N2016_196_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,I9N2016_196,SRS7229769,SAMN15782994,I9N2016_196_meta,,"marine water, oceanic",2016-04-19T20:34:00Z,Indian Ocean,8.499910 N 86.122778 E,underway,IN196,30.947 C,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,5893258,1779763916,550821056,2021-03-01 10:09:10,151,0,151,0,"",I9N2016_196_meta,33RR20160321,I09N,8.49991,86.122778,2016,4,20,2,34,2016-04-19T20:34:00Z,7,30.946999999999999,NA,NA,NA,underway,NovaSeq_150PE
SRR12480188,PRJNA656268,1.485,WGS,RANDOM,Illumina NovaSeq 6000,I9N2016_195_meta,marine metagenome,SRX8974174,Metagenome of whole ocean water: Bio-GO-SHIP,I9N2016_195_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,I9N2016_195,SRS7229767,SAMN15782991,I9N2016_195_meta,,"marine water, oceanic",2016-04-19T16:58:00Z,Indian Ocean,8.266043 N 86.005745 E,underway,IN195,31.012 C,0.000 umol/L,0.010 umol/L,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,4916611,1484816522,467910177,2021-03-01 10:09:10,151,0,151,0,"",I9N2016_195_meta,33RR20160321,I09N,8.266043,86.005745,2016,4,19,22,58,2016-04-19T16:58:00Z,7,31.012,0,0.01,NA,underway,NovaSeq_150PE
