sample	biosample	run	bioproject	gbp	library_strategy	library_selection	model	sample_name	taxon_name	experiment_accession	experiment_title	library_name	library_source	library_layout	platform	submitter	study_accession	study_alias	study_centre_project_name	organisation	organisation_department	organisation_institution	organisation_street	organisation_city	organisation_country	organisation_contact_name	organisation_contact_email	sample_description	sample_alias	sample_accession	sample_title	collection_date	depth	env_biome	env_feature	env_material	geo_loc_name	study_title	design_description	study_abstract	study_links	number_of_runs_for_sample	spots	bases	run_size	published	read1_length_average	read1_length_stdev	read2_length_average	read2_length_stdev	year	month	day	time	temperature_degC	salinity_pss	size_frac_low	size_frac_up	size_frac	samp_size	samp_vol_we_dna_ext	lat_lon	latitude	longitude	layer	local_time	environmental_package	project	season	sub_region_seavox	region_seavox	provcode_longhurst	provdescr_longhurst	environment	geometry
BGT_SAMN07136767_50_2011_05_14	SAMN07136767	SRR5787996	PRJNA385854	8.057	WGS	RANDOM	NextSeq 550	S0300	marine metagenome	SRX2974736	Marine metagenome, Pacific Ocean, 29.998 S 153.5 E, 50m	S0300	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0300	SRS2329747		2011-05-14	50.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	26856634	8056990200	3405817308	2018-05-01 00:39:37	150.0	0.0	150.0	0.0	2011	5	14	10:37:58	23.305	35.504002	0.22		0.22-NA	500.0	100.0	-29.998 153.5	-29.998	153.5	surface water		water	BGT	Spring	CORAL SEA	PACIFIC OCEAN	AUSE	Coastal - East Australian Coastal Province	Coastal	c(153.5, -29.998)
BGT_SAMN07136774_30_2011_05_16	SAMN07136774	SRR5788362	PRJNA385854	12.337	WGS	RANDOM	NextSeq 550	S0307	marine metagenome	SRX2974850	Marine metagenome, Pacific Ocean, 30 S 156 E, 30m	S0307	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0307	SRS2329859		2011-05-16	30.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	41123843	12337152900	5157204478	2018-05-01 00:39:40	150.0	0.0	150.0	0.0	2011	5	16	17:59:17	21.934	35.598	0.22		0.22-NA	500.0	100.0	-30 156	-30.0	156.0	surface water		water	BGT	Spring	TASMAN SEA	PACIFIC OCEAN	AUSE	Coastal - East Australian Coastal Province	Coastal	c(156, -30)
BGT_SAMN07136785_50_2011_05_31	SAMN07136785	SRR5788277	PRJNA385854	12.48	WGS	RANDOM	NextSeq 550	S0318	marine metagenome	SRX2974455	Marine metagenome, Pacific Ocean, 32.5 S 170 W, 50m	S0318	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0318	SRS2329465		2011-05-31	50.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	41600731	12480219300	5231224530	2018-05-01 00:39:30	150.0	0.0	150.0	0.0	2011	5	31	18:10:31	19.660999	35.498001	0.22		0.22-NA	500.0	100.0	-32.5 -170	-32.5	-170.0	surface water		water	BGT	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-170, -32.5)
BGT_SAMN07136790_30_2011_06_01	SAMN07136790	SRR5788274	PRJNA385854	14.858	WGS	RANDOM	NextSeq 550	S0323	marine metagenome	SRX2974458	Marine metagenome, Pacific Ocean, 32.5 S 172 W, 30m	S0323	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0323	SRS2329469		2011-06-01	30.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	49526662	14857998600	6074748444	2018-05-01 00:39:30	150.0	0.0	150.0	0.0	2011	6	1	12:02:53	19.660999	35.544998	0.22		0.22-NA	500.0	100.0	-32.5 -172	-32.5	-172.0	surface water		water	BGT	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-172, -32.5)
BGT_SAMN07136801_31_2011_06_14	SAMN07136801	SRR5788424	PRJNA385854	11.964	WGS	RANDOM	NextSeq 550	S0338	marine metagenome	SRX2974788	Marine metagenome, Pacific Ocean, 32.50433 S 163.98967 W, 31m	S0338	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0338	SRS2329798		2011-06-14	31.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	39878937	11963681100	5384453390	2018-05-01 00:39:39	150.0	0.0	150.0	0.0	2011	6	14	16:46:00	19.405207	35.468391	0.22		0.22-NA	500.0	100.0	-32.50433 -163.98967	-32.50433	-163.98967	surface water		water	BGT	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-163.98967, -32.50433)
BGT_SAMN07136809_31_2011_06_18	SAMN07136809	SRR5788051	PRJNA385854	17.176	WGS	RANDOM	NextSeq 550	S0346	marine metagenome	SRX2974681	Marine metagenome, Pacific Ocean, 32.50383 S 156.01067 W, 31m	S0346	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0346	SRS2329690		2011-06-18	31.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	57253336	17176000800	6878974543	2018-05-01 00:39:36	150.0	0.0	150.0	0.0	2011	6	18	20:24:00	18.827581	35.414257	0.22		0.22-NA	500.0	100.0	-32.50383 -156.01067	-32.50383	-156.01067	surface water		water	BGT	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-156.01067, -32.50383)
BGT_SAMN07136815_51_2011_06_19	SAMN07136815	SRR5788167	PRJNA385854	14.702	WGS	RANDOM	NextSeq 550	S0352	marine metagenome	SRX2974565	Marine metagenome, Pacific Ocean, 32.4995 S 154.99933 W, 51m	S0352	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0352	SRS2329576		2011-06-19	51.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	49007326	14702197800	5974901401	2018-05-01 00:39:33	150.0	0.0	150.0	0.0	2011	6	19	06:47:00	19.234413	35.473225	0.22		0.22-NA	500.0	100.0	-32.4995 -154.99933	-32.4995	-154.99933	surface water		water	BGT	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-154.99933, -32.4995)
BGT_SAMN07136818_15_2011_06_19	SAMN07136818	SRR5788160	PRJNA385854	15.021	WGS	RANDOM	NextSeq 550	S0355	marine metagenome	SRX2974572	Marine metagenome, Pacific Ocean, 32.50133 S 153.99817 W, 15m	S0355	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0355	SRS2329582		2011-06-19	15.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	50071414	15021424200	6514518069	2018-05-01 00:39:33	150.0	0.0	150.0	0.0	2011	6	19	18:28:00	18.086941	35.305218	0.22		0.22-NA	500.0	100.0	-32.50133 -153.99817	-32.50133	-153.99817	surface water		water	BGT	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-153.99817, -32.50133)
BGT_SAMN07136821_77_2011_06_19	SAMN07136821	SRR5788159	PRJNA385854	14.064	WGS	RANDOM	NextSeq 550	S0358	marine metagenome	SRX2974573	Marine metagenome, Pacific Ocean, 32.50133 S 153.99817 W, 77m	S0358	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0358	SRS2329583		2011-06-19	77.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	46879404	14063821200	5963160788	2018-05-01 00:39:33	150.0	0.0	150.0	0.0	2011	6	19	18:28:00	18.093624	35.30254	0.22		0.22-NA	500.0	100.0	-32.50133 -153.99817	-32.50133	-153.99817	surface water		water	BGT	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-153.99817, -32.50133)
BGT_SAMN07136874_30_2011_06_21	SAMN07136874	SRR5788295	PRJNA385854	10.449	WGS	RANDOM	NextSeq 550	S0412	marine metagenome	SRX2974437	Marine metagenome, Pacific Ocean, 32.49567 S 151.00067 W, 30m	S0412	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0412	SRS2329445		2011-06-21	30.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	34831503	10449450900	4724090546	2018-05-01 00:39:29	150.0	0.0	150.0	0.0	2011	6	21	13:10:00	19.398989	35.477947	0.22		0.22-NA	500.0	100.0	-32.49567 -151.00067	-32.49567	-151.00067	surface water		water	BGT	Summer	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-151.00067, -32.49567)
BGT_SAMN07136879_50_2011_05_26	SAMN07136879	SRR5788298	PRJNA385854	7.865	WGS	RANDOM	NextSeq 550	S0417	marine metagenome	SRX2974434	Marine metagenome, Pacific Ocean, 31.6 S 178 E, 50m	S0417	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0417	SRS2329443		2011-05-26	50.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	26216805	7865041500	3150025013	2018-05-01 00:39:29	150.0	0.0	150.0	0.0	2011	5	26	22:16:59	20.671	35.610001	0.22		0.22-NA	500.0	100.0	-31.6 178	-31.6	178.0	surface water		water	BGT	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(178, -31.6)
BGT_SAMN07136904_76_2011_06_12	SAMN07136904	SRR5788132	PRJNA385854	13.427	WGS	RANDOM	NextSeq 550	S0442	marine metagenome	SRX2974600	Marine metagenome, Pacific Ocean, 32.499 S 169.00233 W, 76m	S0442	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0442	SRS2329608		2011-06-12	76.0	ocean_biome	ocean	water	Pacific Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	44757684	13427305200	6029329687	2018-05-01 00:39:34	150.0	0.0	150.0	0.0	2011	6	12	07:26:00	19.002514	35.525944	0.22		0.22-NA	500.0	100.0	-32.499 -169.00233	-32.499	-169.00233	surface water		water	BGT	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-169.00233, -32.499)
BGT_SAMN07136915_6_2010_10_20	SAMN07136915	SRR5788030	PRJNA385854	11.224	WGS	RANDOM	NextSeq 550	S0453	marine metagenome	SRX2974702	Marine metagenome, Atlantic Ocean, 35.36689 S 14.90645 E, 6.4m	S0453	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0453	SRS2329711		2010-10-20	6.4	ocean_biome	ocean	water	Atlantic Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	37413305	11223991500	4293761243	2018-05-01 00:39:36	150.0	0.0	150.0	0.0	2010	10	20	10:08:00	17.943501	35.581501	0.22		0.22-NA	500.0	100.0	-35.36689 14.90645	-35.36689	14.90645	surface water		water	BGT	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	BENG	Coastal - Benguela Current Coastal Province	Coastal	c(14.90645, -35.36689)
BGT_SAMN07136916_21_2010_10_20	SAMN07136916	SRR5788031	PRJNA385854	9.299	WGS	RANDOM	NextSeq 550	S0454	marine metagenome	SRX2974701	Marine metagenome, Atlantic Ocean, 35.36689 S 14.90645 E, 21.3m	S0454	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0454	SRS2329709		2010-10-20	21.3	ocean_biome	ocean	water	Atlantic Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	30995468	9298640400	3806112277	2018-05-01 00:39:36	150.0	0.0	150.0	0.0	2010	10	20	10:08:00	17.941299	35.580399	0.22		0.22-NA	500.0	100.0	-35.36689 14.90645	-35.36689	14.90645	surface water		water	BGT	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	BENG	Coastal - Benguela Current Coastal Province	Coastal	c(14.90645, -35.36689)
BGT_SAMN07136919_81_2010_10_20	SAMN07136919	SRR5788026	PRJNA385854	10.019	WGS	RANDOM	NextSeq 550	S0457	marine metagenome	SRX2974706	Marine metagenome, Atlantic Ocean, 35.36689 S 14.90645 E, 81.5m	S0457	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0457	SRS2329712		2010-10-20	81.5	ocean_biome	ocean	water	Atlantic Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	33396452	10018935600	3732212245	2018-05-01 00:39:36	150.0	0.0	150.0	0.0	2010	10	20	10:08:00	17.8179	35.5723	0.22		0.22-NA	500.0	100.0	-35.36689 14.90645	-35.36689	14.90645	surface water		water	BGT	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	BENG	Coastal - Benguela Current Coastal Province	Coastal	c(14.90645, -35.36689)
BGT_SAMN07136921_10_2010_10_23	SAMN07136921	SRR5788034	PRJNA385854	10.766	WGS	RANDOM	NextSeq 550	S0459	marine metagenome	SRX2974698	Marine metagenome, Atlantic Ocean, 36.48458 S 13.276 E, 10m	S0459	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0459	SRS2329708		2010-10-23	10.0	ocean_biome	ocean	water	Atlantic Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	35885564	10765669200	4034521123	2018-05-01 00:39:36	150.0	0.0	150.0	0.0	2010	10	23	03:39:00	13.0005	35.076199	0.22		0.22-NA	500.0	100.0	-36.48458 13.276	-36.48458	13.276	surface water		water	BGT	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	SATL	Trades - South Atlantic Gyral Province (SATG)	Trades	c(13.276, -36.48458)
BGT_SAMN07136922_21_2010_10_23	SAMN07136922	SRR5788035	PRJNA385854	7.33	WGS	RANDOM	NextSeq 550	S0460	marine metagenome	SRX2974697	Marine metagenome, Atlantic Ocean, 36.48458 S 13.276 E, 21.1m	S0460	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0460	SRS2329706		2010-10-23	21.1	ocean_biome	ocean	water	Atlantic Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	24432069	7329620700	2858044848	2018-05-01 00:39:36	150.0	0.0	150.0	0.0	2010	10	23	03:39:00	12.9998	35.0755	0.22		0.22-NA	500.0	100.0	-36.48458 13.276	-36.48458	13.276	surface water		water	BGT	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	SATL	Trades - South Atlantic Gyral Province (SATG)	Trades	c(13.276, -36.48458)
BGT_SAMN07136923_50_2010_10_23	SAMN07136923	SRR5788446	PRJNA385854	6.634	WGS	RANDOM	NextSeq 550	S0461	marine metagenome	SRX2974766	Marine metagenome, Atlantic Ocean, 36.48458 S 13.276 E, 50.2m	S0461	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0461	SRS2329774		2010-10-23	50.2	ocean_biome	ocean	water	Atlantic Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	22114386	6634315800	2607785910	2018-05-01 00:39:38	150.0	0.0	150.0	0.0	2010	10	23	03:39:00	12.624	34.996399	0.22		0.22-NA	500.0	100.0	-36.48458 13.276	-36.48458	13.276	surface water		water	BGT	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	SATL	Trades - South Atlantic Gyral Province (SATG)	Trades	c(13.276, -36.48458)
BGT_SAMN07136924_59_2010_10_23	SAMN07136924	SRR5788445	PRJNA385854	6.431	WGS	RANDOM	NextSeq 550	S0462	marine metagenome	SRX2974767	Marine metagenome, Atlantic Ocean, 36.48458 S 13.276 E, 59.8m	S0462	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0462	SRS2329775		2010-10-23	59.8	ocean_biome	ocean	water	Atlantic Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	21437570	6431271000	2513878537	2018-05-01 00:39:38	150.0	0.0	150.0	0.0	2010	10	23	03:39:00	12.4783	34.965302	0.22		0.22-NA	500.0	100.0	-36.48458 13.276	-36.48458	13.276	surface water		water	BGT	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	SATL	Trades - South Atlantic Gyral Province (SATG)	Trades	c(13.276, -36.48458)
BGT_SAMN07136934_21_2010_10_27	SAMN07136934	SRR5788303	PRJNA385854	11.195	WGS	RANDOM	NextSeq 550	S0472	marine metagenome	SRX2974429	Marine metagenome, Atlantic Ocean, 40.06269 S 5.52721 E, 21.6m	S0472	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0472	SRS2329438		2010-10-27	21.6	ocean_biome	ocean	water	Atlantic Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	37316272	11194881600	4810452408	2018-05-01 00:39:29	150.0	0.0	150.0	0.0	2010	10	27	19:24:00	11.9467	34.806702	0.22		0.22-NA	500.0	100.0	-40.06269 5.52721	-40.06269	5.52721	surface water		water	BGT	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	SSTC	Westerlies - S. Subtropical Convergence Province	Westerlies	c(5.52721, -40.06269)
BGT_SAMN07136935_51_2010_10_27	SAMN07136935	SRR5788304	PRJNA385854	9.463	WGS	RANDOM	NextSeq 550	S0473	marine metagenome	SRX2974428	Marine metagenome, Atlantic Ocean, 40.06269 S 5.52721 E, 51.2m	S0473	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP110813	PRJNA385854	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0473	SRS2329436		2010-10-27	51.2	ocean_biome	ocean	water	Atlantic Ocean	Marine metagenomes from the bioGEOTRACES project	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep	Marine metagenomes from the bioGEOTRACES project Metagenome	"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]"	1	31544686	9463405800	4121080166	2018-05-01 00:39:29	150.0	0.0	150.0	0.0	2010	10	27	19:24:00	11.702	34.7994	0.22		0.22-NA	500.0	100.0	-40.06269 5.52721	-40.06269	5.52721	surface water		water	BGT	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	SSTC	Westerlies - S. Subtropical Convergence Province	Westerlies	c(5.52721, -40.06269)
