run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,collection_date,depth,geo_loc_name,lat_lon,alkalinity,chlorophyll,diss_inorg_carb,nitro,ph,phaeopigments,salinity,silicate,temp,env_broad_scale,env_local_scale,env_medium,phosphate,tot_part_carb,isolation_source,filter_size_um,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,diss_oxygen,pressure,local_time,pre_filter_size_um,env_biome,env_feature,env_material,altitude,diss_org_carb
SRR9178243,PRJNA352737,2.887,WGS,RANDOM,NextSeq 500,HSD20-02a-283-S2C004-0075-170410,marine plankton metagenome,SRX5950891,SCOPE metagenome (small size fraction) from HOT cruise 283 to station ALOHA. Sequenced on 20170410,HSD20-02a-283-S2C004-0075-170410,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-283-S2C004-0075,SRS4861653,SAMN11874870,SCOPE HOT time series metagenomic sample HSD20-02a-283-S2C004-0075,2016-04-15,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2300,0,1992,,8.07,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,9624185,2886916210,1283068378,2019-06-07 15:50:42,149.85,7.7,150.11,5.29,,,"",0.2,"","","",,
SRR9178248,PRJNA352737,3.133,WGS,RANDOM,NextSeq 500,HSD20-02a-278-S2C003-0045-170221,marine plankton metagenome,SRX5950886,SCOPE metagenome (small size fraction) from HOT cruise 278 to station ALOHA. Sequenced on 20170221,HSD20-02a-278-S2C003-0045-170221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-278-S2C003-0045,SRS4861599,SAMN11874809,SCOPE HOT time series metagenomic sample HSD20-02a-278-S2C003-0045,2015-11-14,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,,,0,35,,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,10448067,3132649481,1490765944,2019-06-07 15:50:41,149.77,8.53,150.06,6.15,,,"",0.2,"","","",,
SRR9178250,PRJNA352737,3.629,WGS,RANDOM,NextSeq 500,HSD20-02a-270-S2C007-0075-161103,marine plankton metagenome,SRX5950884,SCOPE metagenome (small size fraction) from HOT cruise 270 to station ALOHA. Sequenced on 20161103,HSD20-02a-270-S2C007-0075-161103,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-270-S2C007-0075,SRS4861647,SAMN11874729,SCOPE HOT time series metagenomic sample HSD20-02a-270-S2C007-0075,2015-03-30,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2321,0,2012,0,8.06,0,35,2,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,12083814,3628661206,1609688952,2019-06-07 15:50:41,150.13,5.59,150.16,5.13,,,"",0.2,"","","",,
SRR9178252,PRJNA352737,4.596,WGS,RANDOM,NextSeq 500,HSD20-02a-274-S2C005-0045-170209,marine plankton metagenome,SRX5950882,SCOPE metagenome (small size fraction) from HOT cruise 274 to station ALOHA. Sequenced on 20170209,HSD20-02a-274-S2C005-0045-170209,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-274-S2C005-0045,SRS4861645,SAMN11874773,SCOPE HOT time series metagenomic sample HSD20-02a-274-S2C005-0045,2015-07-20,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2319,0,2008,0,8.06,0,35,1,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,4,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,15310852,4596294894,1950897149,2019-06-07 15:50:41,150.08,5.93,150.12,5.39,,,"",0.2,"","","",,
SRR9178253,PRJNA352737,0.135,WGS,RANDOM,NextSeq 500,HSD20-02a-271-S2C004-0025-161107,marine plankton metagenome,SRX5950881,SCOPE metagenome (small size fraction) from HOT cruise 271 to station ALOHA. Sequenced on 20161107,HSD20-02a-271-S2C004-0025-161107,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-271-S2C004-0025,SRS4861644,SAMN11874736,SCOPE HOT time series metagenomic sample HSD20-02a-271-S2C004-0025,2015-04-22,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2317,0,2001,0,8.07,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,450109,134779047,53065282,2019-06-07 15:50:41,149.8,8.49,149.64,9.33,,,"",0.2,"","","",,
SRR9178256,PRJNA352737,3.91,WGS,RANDOM,NextSeq 500,HSD20-02a-269-S2C008-0100-161103,marine plankton metagenome,SRX5950878,SCOPE metagenome (small size fraction) from HOT cruise 269 to station ALOHA. Sequenced on 20161103,HSD20-02a-269-S2C008-0100-161103,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-269-S2C008-0100,SRS4861641,SAMN11874718,SCOPE HOT time series metagenomic sample HSD20-02a-269-S2C008-0100,2015-02-25,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,22,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,13026385,3909886187,1738588824,2019-06-07 15:50:40,150.02,6.72,150.13,5.44,,,"",0.2,"","","",,
SRR9178260,PRJNA352737,2.76,WGS,RANDOM,NextSeq 500,HSD20-02a-267-S2C010-0025-151221,marine plankton metagenome,SRX5950874,SCOPE metagenome (small size fraction) from HOT cruise 267 to station ALOHA. Sequenced on 20151221,HSD20-02a-267-S2C010-0025-151221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-267-S2C010-0025,SRS4861556,SAMN11874691,SCOPE HOT time series metagenomic sample HSD20-02a-267-S2C010-0025,2014-11-22,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2331,0,1996,0,8.09,0,35,,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,9138018,2759681436,1720541549,2019-06-07 15:50:40,151,0,151,0,,,"",0.2,"","","",,
SRR9178263,PRJNA352737,4.724,WGS,RANDOM,NextSeq 500,HSD20-02a-279-S2C004-0005-170221,marine plankton metagenome,SRX5950871,SCOPE metagenome (small size fraction) from HOT cruise 279 to station ALOHA. Sequenced on 20170221,HSD20-02a-279-S2C004-0005-170221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-279-S2C004-0005,SRS4861635,SAMN11874819,SCOPE HOT time series metagenomic sample HSD20-02a-279-S2C004-0005,2015-12-09,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2307,0,1983,0,8.09,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,15788648,4724238765,2263687678,2019-06-07 15:50:39,149.51,9.78,149.71,8.39,,,"",0.2,"","","",,
SRR9178265,PRJNA352737,3.977,WGS,RANDOM,NextSeq 500,HSD20-02a-278-S2C006-0100-170221,marine plankton metagenome,SRX5950869,SCOPE metagenome (small size fraction) from HOT cruise 278 to station ALOHA. Sequenced on 20170221,HSD20-02a-278-S2C006-0100-170221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-278-S2C006-0100,SRS4861633,SAMN11874811,SCOPE HOT time series metagenomic sample HSD20-02a-278-S2C006-0100,2015-11-14,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,,,0,35,,22,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,13246643,3977357139,1891328832,2019-06-07 15:50:39,150.07,6.48,150.19,5.06,,,"",0.2,"","","",,
SRR9178268,PRJNA352737,9.47,WGS,RANDOM,NextSeq 500,HSD20-02a-267-S2C010-0045-170212,marine plankton metagenome,SRX5950866,SCOPE metagenome (small size fraction) from HOT cruise 267 to station ALOHA. Sequenced on 20170212,HSD20-02a-267-S2C010-0045-170212,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-267-S2C010-0045,SRS4861630,SAMN11874692,SCOPE HOT time series metagenomic sample HSD20-02a-267-S2C010-0045,2014-11-22,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2326,0,1996,0,8.09,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,31499867,9469510855,4267886922,2019-06-07 15:50:38,150.27,4.61,150.35,3.45,,,"",0.2,"","","",,
SRR9178269,PRJNA352737,3.894,WGS,RANDOM,NextSeq 500,HSD20-02a-280-S2C004-0075-170217,marine plankton metagenome,SRX5950865,SCOPE metagenome (small size fraction) from HOT cruise 280 to station ALOHA. Sequenced on 20170217,HSD20-02a-280-S2C004-0075-170217,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-280-S2C004-0075,SRS4861629,SAMN11874834,SCOPE HOT time series metagenomic sample HSD20-02a-280-S2C004-0075,2016-01-13,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2306,0,1989,0,8.07,0,35,1,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,12958396,3893731883,1754703436,2019-06-07 15:50:38,150.25,4.71,150.23,4.63,,,"",0.2,"","","",,
SRR9178272,PRJNA352737,7.88,WGS,RANDOM,NextSeq 500,HSD20-02a-267-S2C010-0005-170212,marine plankton metagenome,SRX5950862,SCOPE metagenome (small size fraction) from HOT cruise 267 to station ALOHA. Sequenced on 20170212,HSD20-02a-267-S2C010-0005-170212,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-267-S2C010-0005,SRS4861515,SAMN11874690,SCOPE HOT time series metagenomic sample HSD20-02a-267-S2C010-0005,2014-11-22,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2325,0,1996,0,8.09,0,35,2,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,26201910,7879954274,3510898673,2019-06-07 15:50:38,150.35,3.6,150.39,2.76,,,"",0.2,"","","",,
SRR9178273,PRJNA352737,8.565,WGS,RANDOM,NextSeq 500,HSD00-20a-280-S2C007-0100-170508,marine plankton metagenome,SRX5950861,SCOPE metagenome (large size fraction) from HOT cruise 280 to station ALOHA. Sequenced on 20170508,HSD00-20a-280-S2C007-0100-170508,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-280-S2C007-0100,SRS4861626,SAMN11874646,SCOPE HOT time series metagenomic sample HSD00-20a-280-S2C007-0100,2016-01-13,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,28534005,8565208625,3602556057,2019-06-07 15:50:38,150.02,6.67,150.15,5.41,,,"",,"","","",,
SRR9178274,PRJNA352737,11.398,WGS,RANDOM,NextSeq 500,HSD00-20a-279-S2C004-0075-170501,marine plankton metagenome,SRX5950860,SCOPE metagenome (large size fraction) from HOT cruise 279 to station ALOHA. Sequenced on 20170501,HSD00-20a-279-S2C004-0075-170501,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-279-S2C004-0075,SRS4861625,SAMN11874633,SCOPE HOT time series metagenomic sample HSD00-20a-279-S2C004-0075,2015-12-09,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2319,0,1996,0,8.08,0,35,1,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,37980359,11398498781,4790328804,2019-06-07 15:50:38,150.01,6.41,150.11,5.37,,,"",,"","","",,
SRR9178275,PRJNA352737,11.612,WGS,RANDOM,NextSeq 500,HSD00-20a-269-S2C008-0100-160909,marine plankton metagenome,SRX5950859,SCOPE metagenome (large size fraction) from HOT cruise 269 to station ALOHA. Sequenced on 20160909,HSD00-20a-269-S2C008-0100-160909,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-269-S2C008-0100,SRS4861624,SAMN11874529,SCOPE HOT time series metagenomic sample HSD00-20a-269-S2C008-0100,2015-02-25,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,22,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,38965157,11612330484,5628077274,2019-06-07 15:50:37,148.42,14.24,149.59,8.57,,,"",,"","","",,
SRR9178276,PRJNA352737,18.944,WGS,RANDOM,NextSeq 500,HSD00-20a-270-S2C007-0075-161020,marine plankton metagenome,SRX5950858,SCOPE metagenome (large size fraction) from HOT cruise 270 to station ALOHA. Sequenced on 20161020,HSD00-20a-270-S2C007-0075-161020,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-270-S2C007-0075,SRS4861623,SAMN11874540,SCOPE HOT time series metagenomic sample HSD00-20a-270-S2C007-0075,2015-03-30,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2321,0,2012,0,8.06,0,35,2,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,63109867,18944416644,9116048221,2019-06-07 15:50:37,150.03,6.34,150.15,5.19,,,"",,"","","",,
SRR9178279,PRJNA352737,5.826,WGS,RANDOM,NextSeq 500,HSD00-20a-274-S2C005-0005-161205,marine plankton metagenome,SRX5950855,SCOPE metagenome (large size fraction) from HOT cruise 274 to station ALOHA. Sequenced on 20161205,HSD00-20a-274-S2C005-0005-161205,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-274-S2C005-0005,SRS4861620,SAMN11874582,SCOPE HOT time series metagenomic sample HSD00-20a-274-S2C005-0005,2015-07-20,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2313,0,1996,0,8.08,0,35,1,27,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,19458680,5826158444,2662280188,2019-06-07 15:50:37,149.6,9.28,149.81,7.74,,,"",,"","","",,
SRR9178281,PRJNA352737,5.22,WGS,RANDOM,NextSeq 500,HSD00-20a-268-S2C004-0025-151215,marine plankton metagenome,SRX5950853,SCOPE metagenome (large size fraction) from HOT cruise 268 to station ALOHA. Sequenced on 20151215,HSD00-20a-268-S2C004-0025-151215,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-268-S2C004-0025,SRS4861618,SAMN11874514,SCOPE HOT time series metagenomic sample HSD00-20a-268-S2C004-0025,2014-12-17,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,0,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,17399116,5220144059,2088494864,2019-06-07 15:50:36,149.97,6.7,150.05,6.01,,,"",,"","","",,
SRR9178282,PRJNA352737,6.482,WGS,RANDOM,NextSeq 500,HSD00-20a-274-S2C005-0045-161205,marine plankton metagenome,SRX5950852,SCOPE metagenome (large size fraction) from HOT cruise 274 to station ALOHA. Sequenced on 20161205,HSD00-20a-274-S2C005-0045-161205,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-274-S2C005-0045,SRS4861617,SAMN11874584,SCOPE HOT time series metagenomic sample HSD00-20a-274-S2C005-0045,2015-07-20,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2319,0,2008,0,8.06,0,35,1,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,4,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,21628754,6481719856,2951927264,2019-06-07 15:50:36,149.81,7.85,149.87,7.29,,,"",,"","","",,
