sample	latitude	longitude	project	depth	temperature_degC	year	model	layer	season	sub_region_seavox	region_seavox	provdescr_longhurst	environment	env_biome	env_feature	env_material
BGS_SAMN15782898_7_2016_04_07	-3.362448	94.49363	BGS	7.0	30.569	2016.0	Illumina HiSeq 4000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782906_7_2016_04_09	-2.024357	94.070483	BGS	7.0	30.634	2016.0	Illumina HiSeq 4000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782908_7_2016_04_09	-1.745763	93.983702	BGS	7.0	30.701	2016.0	Illumina HiSeq 4000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782909_7_2016_04_09	-1.564247	93.932012	BGS	7.0	30.91	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782911_7_2016_04_09	-1.249783	93.829348	BGS	7.0	31.22	2016.0	Illumina HiSeq 4000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782914_7_2016_04_10	-0.812005	93.699013	BGS	7.0	30.727	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782917_7_2016_04_10	-0.315935	93.552152	BGS	7.0	31.267	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782918_7_2016_04_10	-0.119813	93.483068	BGS	7.0	31.236	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782919_7_2016_04_10	0.000613	93.441673	BGS	7.0	31.108	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782922_7_2016_04_10	0.392587	93.209482	BGS	7.0	30.676	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782924_7_2016_04_11	0.718498	92.83943	BGS	7.0	30.648	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782925_7_2016_04_11	0.818113	92.733598	BGS	7.0	30.704	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782926_7_2016_04_11	0.926687	92.633333	BGS	7.0	30.72	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782928_7_2016_04_11	1.140505	92.477577	BGS	7.0	30.61	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782930_7_2016_04_12	1.67274	92.210948	BGS	7.0	30.704	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782931_7_2016_04_12	1.798842	92.161222	BGS	7.0	30.656	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782932_7_2016_04_12	2.013627	92.085677	BGS	7.0	30.694	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782933_7_2016_04_12	2.201162	92.020135	BGS	7.0	30.681	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782936_7_2016_04_12	2.761847	91.836742	BGS	7.0	30.483	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782946_7_2016_04_14	4.833453	90.62174	BGS	7.0	30.539	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782952_7_2016_04_14	5.763192	89.790027	BGS	7.0	31.329	2016.0	Illumina NovaSeq 6000	surface water		INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782953_7_2016_04_14	5.910553	89.628125	BGS	7.0	31.069	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782955_7_2016_04_14	6.204652	89.564187	BGS	7.0	31.017	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782956_7_2016_04_15	6.501512	89.33943	BGS	7.0	31.042	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782957_7_2016_04_15	6.657948	89.220167	BGS	7.0	30.813	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782958_7_2016_04_15	6.873103	89.054768	BGS	7.0	30.707	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782960_7_2016_04_15	7.06215	88.908965	BGS	7.0	31.058	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782961_7_2016_04_15	7.241058	88.770695	BGS	7.0	31.444	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782962_7_2016_04_15	7.470995	88.592437	BGS	7.0	31.342	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782963_7_2016_04_15	7.611185	88.494713	BGS	7.0	31.255	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782966_7_2016_04_16	7.982885	88.201662	BGS	7.0	31.043	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15782967_7_2016_04_16	8.198958	88.035468	BGS	7.0	31.138	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15783008_7_2016_04_21	11.970467	88.056458	BGS	7.0	30.963	2016.0	Illumina NovaSeq 6000	surface water		BAY OF BENGAL	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades			
BGS_SAMN15783037_5_2014_09_20	19.001	-158.0	BGS	5.0	27.84	2014.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades			
BGS_SAMN15783040_5_2014_09_23	11.999	-155.22	BGS	5.0	28.364	2014.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades			
BGS_SAMN15783061_5_2014_10_03	7.9994	-153.48	BGS	5.0	29.052	2014.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783062_5_2014_10_03	9.0001	-154.17	BGS	5.0	28.79	2014.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783064_5_2014_10_05	16.0	-156.61	BGS	5.0	27.582	2014.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades			
BGS_SAMN15783065_5_2014_10_06	17.0	-157.3	BGS	5.0	27.595	2014.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades			
BGS_SAMN15783069_3_2016_11_26	19.000183	-109.9997	BGS	3.0	26.8	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783070_2_2016_11_27	18.001067	-109.99977	BGS	2.0	27.5	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783072_7_2016_11_27	16.999667	-110.00093	BGS	7.0	29.5	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783073_3_2016_11_28	16.000617	-109.99965	BGS	3.0	27.0	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783074_3_2016_11_28	14.6655	-110.00037	BGS	3.0	29.57	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783078_4_2016_12_01	10.999983	-109.99998	BGS	4.0	27.4	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783079_2_2016_12_01	9.999	-110.00002	BGS	2.0	26.8	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783080_3_2016_12_02	9.0	-110.0	BGS	3.0	26.7	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783084_7_2016_12_03	4.940717	-110.00002	BGS	7.0	26.69	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades			
BGS_SAMN15783088_3_2016_12_06	1.000067	-109.99992	BGS	3.0	22.0	2016.0	Illumina NovaSeq 6000	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - Pacific Equatorial Divergence Province	Trades			
BGS_SAMN15783090_3_2016_12_08	-1.0	-110.0	BGS	3.0	21.7	2016.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Trades - Pacific Equatorial Divergence Province	Trades			
BGS_SAMN15783091_2_2016_12_08	-1.99935	-109.99928	BGS	2.0	23.2	2016.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Trades - Pacific Equatorial Divergence Province	Trades			
BGS_SAMN15783092_2_2016_12_09	-3.00105	-110.00025	BGS	2.0	23.4	2016.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Trades - Pacific Equatorial Divergence Province	Trades			
BGS_SAMN15783093_7_2016_12_10	-3.9998	-110.00013	BGS	7.0	23.41	2016.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Trades - Pacific Equatorial Divergence Province	Trades			
BGS_SAMN15783102_3_2016_12_15	-12.00085	-103.00025	BGS	3.0	26.0	2016.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783105_3_2016_12_17	-15.000133	-103.00017	BGS	3.0	25.5	2016.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783114_7_2016_12_22	-23.961683	-103.00007	BGS	7.0	24.89	2016.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783117_2_2017_01_01	-25.001183	-101.5006	BGS	2.0	24.57	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783118_3_2017_01_02	-26.000017	-101.4999	BGS	3.0	24.21	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783119_3_2017_01_02	-27.0009	-101.50043	BGS	3.0	23.8	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783121_2_2017_01_04	-30.4999	-103.00028	BGS	2.0	22.0	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783122_2_2017_01_04	-31.001	-102.99983	BGS	2.0	22.8	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783123_3_2017_01_05	-31.9999	-103.00002	BGS	3.0	21.6	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783124_3_2017_01_05	-33.000083	-103.00002	BGS	3.0	21.6	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783125_3_2017_01_06	-34.0	-102.66567	BGS	3.0	21.3	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783126_7_2017_01_06	-34.501967	-103.00017	BGS	7.0	21.1	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783127_3_2017_01_07	-36.0001	-102.9999	BGS	3.0	19.7	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783128_2_2017_01_07	-37.0	-102.99998	BGS	2.0	19.6	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783129_4_2017_01_08	-38.000033	-103.00008	BGS	4.0	18.1	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783131_6_2017_01_09	-39.999933	-103.00072	BGS	6.0	16.0	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783132_7_2017_01_09	-40.9992	-102.99782	BGS	7.0	15.38	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783133_7_2017_01_10	-42.000067	-103.00018	BGS	7.0	13.57	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783134_3_2017_01_10	-41.999783	-102.99978	BGS	3.0	13.0	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783135_2_2017_01_11	-42.999783	-102.99982	BGS	2.0	12.8	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies			
BGS_SAMN15783136_5_2017_01_11	-44.000083	-103.00017	BGS	5.0	11.8	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies			
BGS_SAMN15783137_3_2017_01_11	-44.500317	-103.00037	BGS	3.0	12.6	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies			
BGS_SAMN15783138_3_2017_01_12	-46.000217	-103.00058	BGS	3.0	11.7	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies			
BGS_SAMN15783139_3_2017_01_13	-47.000117	-103.00053	BGS	3.0	11.8	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies			
BGS_SAMN15783140_7_2017_01_13	-47.999417	-102.99948	BGS	7.0	11.1	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - Subantarctic Province	Westerlies			
BGS_SAMN15783142_3_2017_01_15	-50.500283	-102.99963	BGS	3.0	9.8	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - Subantarctic Province	Westerlies			
BGS_SAMN15783143_4_2017_01_15	-51.500383	-102.99978	BGS	4.0	9.1	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - Subantarctic Province	Westerlies			
BGS_SAMN15783144_5_2017_01_16	-52.0004	-102.99897	BGS	5.0	9.2	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - Subantarctic Province	Westerlies			
BGS_SAMN15783145_7_2017_01_16	-52.9999	-103.01037	BGS	7.0	8.5	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - Subantarctic Province	Westerlies			
BGS_SAMN15783146_3_2017_01_18	-54.016117	-102.99978	BGS	3.0	8.5	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - Subantarctic Province	Westerlies			
BGS_SAMN15783147_3_2017_01_17	-55.001483	-102.99902	BGS	3.0	8.5	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - Subantarctic Province	Westerlies			
BGS_SAMN15783148_6_2017_01_18	-55.986483	-102.99992	BGS	6.0	7.8	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - Subantarctic Province	Westerlies			
BGS_SAMN15783149_3_2017_01_18	-56.999817	-103.00115	BGS	3.0	7.3	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - Subantarctic Province	Westerlies			
BGS_SAMN15783150_4_2017_01_19	-58.000317	-102.99975	BGS	4.0	6.9	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783151_3_2017_01_20	-59.0003	-102.99983	BGS	3.0	6.21	2017.0	Illumina NovaSeq 6000	surface water		SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783152_4_2017_01_20	-60.001167	-103.00108	BGS	4.0	5.5	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783153_5_2017_01_21	-61.0	-103.00017	BGS	5.0	4.2	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783154_3_2017_01_21	-62.000483	-102.99038	BGS	3.0	4.0	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783155_3_2017_01_22	-62.999867	-102.9996	BGS	3.0	3.2	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783156_3_2017_01_23	-63.995267	-102.99903	BGS	3.0	3.5	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783157_3_2017_01_23	-64.50055	-103.0002	BGS	3.0	3.2	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783158_4_2017_01_23	-65.003467	-102.9986	BGS	4.0	1.7	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783159_3_2017_01_24	-65.984	-103.0002	BGS	3.0	2.6	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783163_3_2017_01_25	-68.501133	-103.02668	BGS	3.0	1.5	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Antarctic Province	Polar			
BGS_SAMN15783168_2_2017_01_27	-69.898433	-100.67057	BGS	2.0	0.3	2017.0	Illumina NovaSeq 6000	surface water		SOUTHERN OCEAN	SOUTHERN OCEAN	Polar - Austral Polar Province	Polar			
BGS_SAMN16861209_7_2020_03_24	-41.004597	3.001183	BGS	7.0	13.337	2020.0	Illumina NovaSeq 6000	surface water		SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies			
BGS_SAMN16861211_7_2020_03_25	-39.974168	2.44605	BGS	7.0	14.606	2020.0	Illumina NovaSeq 6000	surface water		SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies			
BGS_SAMN16861297_7_2020_04_03	-8.539345	-26.399087	BGS	7.0	29.138	2020.0	Illumina NovaSeq 6000	surface water		SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades			
BGS_SAMN16861301_7_2020_04_04	-6.46401	-28.317052	BGS	7.0	29.612	2020.0	Illumina NovaSeq 6000	surface water		SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - Western Tropical Atlantic Province	Trades			
BGS_SAMN16861302_7_2020_04_04	-6.267832	-28.48202	BGS	7.0	29.663	2020.0	Illumina NovaSeq 6000	surface water		SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - Western Tropical Atlantic Province	Trades			
BGS_SAMN16861369_7_2020_04_10	18.190265	-51.278552	BGS	7.0	26.634	2020.0	Illumina NovaSeq 6000	surface water		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades			
BGS_SAMN16861428_7_2020_04_15	32.461225	-70.21267	BGS	7.0	20.202	2020.0	Illumina NovaSeq 6000	surface water		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies			
BGS_SAMN16861437_7_2020_04_16	33.857605	-71.553133	BGS	7.0	22.871	2020.0	Illumina NovaSeq 6000	surface water		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - Gulf Stream Province	Westerlies			
BGT_SAMN07136483_10_2010_05_10	49.7225	-42.4467	BGT	10.0	10.5116	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136484_50_2010_05_10	49.7225	-42.4467	BGT	50.0	11.3739	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136485_75_2010_05_10	49.7225	-42.4467	BGT	75.0	11.4236	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136489_10_2010_05_12	46.312	-39.658	BGT	10.0	15.3096	2010.0	NextSeq 550	surface water	Spring	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136490_49_2010_05_12	46.312	-39.658	BGT	49.0	15.0426	2010.0	NextSeq 550	surface water	Spring	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136491_73_2010_05_12	46.312	-39.658	BGT	73.0	14.8883	2010.0	NextSeq 550	surface water	Spring	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
